state;district;school;race;n
C;C54;C54_4;native;3
C;C54;C54_4;white;267
C;C54;C54_5;asian;14
C;C54;C54_5;black;5
C;C54;C54_5;hisp;7
C;C54;C54_5;white;416
C;C54;C54_6;asian;11
C;C54;C54_6;black;12
C;C54;C54_6;hisp;6
C;C54;C54_6;native;1
C;C54;C54_6;white;415
C;C54;C54_7;asian;8
C;C54;C54_7;black;16
C;C54;C54_7;hisp;6
C;C54;C54_7;white;351
C;C54;C54_8;asian;7
C;C54;C54_8;black;11
C;C54;C54_8;hisp;9
C;C54;C54_8;white;353
C;C54;C54_9;asian;10
C;C54;C54_9;black;17
C;C54;C54_9;hisp;2
C;C54;C54_9;native;1
C;C54;C54_9;white;419
C;C54;C54_10;asian;12
C;C54;C54_10;black;7
C;C54;C54_10;hisp;1
C;C54;C54_10;white;468
C;C55;C55_1;asian;23
C;C55;C55_1;black;14
C;C55;C55_1;hisp;10
C;C55;C55_1;native;1
C;C55;C55_1;white;529
C;C55;C55_2;asian;11
C;C55;C55_2;black;18
C;C55;C55_2;hisp;16
C;C55;C55_2;native;3
C;C55;C55_2;white;372
C;C55;C55_3;asian;4
C;C55;C55_3;black;19
C;C55;C55_3;hisp;8
C;C55;C55_3;white;350
C;C55;C55_4;asian;38
C;C55;C55_4;black;30
C;C55;C55_4;hisp;12
C;C55;C55_4;white;507
C;C56;C56_1;hisp;8
C;C56;C56_1;white;216
C;C57;C57_1;asian;13
C;C57;C57_1;black;32
C;C57;C57_1;hisp;9
C;C57;C57_1;white;576
C;C57;C57_2;asian;22
C;C57;C57_2;black;10
C;C57;C57_2;hisp;15
C;C57;C57_2;white;486
C;C57;C57_3;asian;22
C;C57;C57_3;black;14
C;C57;C57_3;hisp;18
C;C57;C57_3;white;615
C;C57;C57_4;asian;23
C;C57;C57_4;hisp;3
C;C57;C57_4;white;659
C;C57;C57_5;asian;26
C;C57;C57_5;black;42
C;C57;C57_5;hisp;44
C;C57;C57_5;native;1
C;C57;C57_5;white;426
C;C58;C58_1;asian;5
C;C58;C58_1;black;7
C;C58;C58_1;hisp;3
C;C58;C58_1;native;2
C;C58;C58_1;white;444
C;C58;C58_2;asian;2
C;C58;C58_2;hisp;2
C;C58;C58_2;white;288
C;C58;C58_3;black;2
C;C58;C58_3;white;194
C;C59;C59_1;asian;10
C;C59;C59_1;black;3
C;C59;C59_1;hisp;14
C;C59;C59_1;native;1
C;C59;C59_1;white;419
C;C59;C59_2;asian;66
C;C59;C59_2;black;1
C;C59;C59_2;hisp;19
C;C59;C59_2;white;387
C;C59;C59_3;asian;54
C;C59;C59_3;black;1
C;C59;C59_3;hisp;33
C;C59;C59_3;white;423
C;C59;C59_4;asian;23
C;C59;C59_4;black;34
C;C59;C59_4;hisp;65
C;C59;C59_4;native;2
C;C59;C59_4;white;138
C;C59;C59_5;asian;31
C;C59;C59_5;black;19
C;C59;C59_5;hisp;71
C;C59;C59_5;white;226
C;C59;C59_6;asian;13
C;C59;C59_6;black;13
C;C59;C59_6;hisp;82
C;C59;C59_6;white;188
C;C59;C59_7;asian;73
C;C59;C59_7;hisp;10
C;C59;C59_7;native;2
C;C59;C59_7;white;365
C;C59;C59_8;asian;44
C;C59;C59_8;hisp;19
C;C59;C59_8;white;450
C;C59;C59_9;asian;31
C;C59;C59_9;black;3
C;C59;C59_9;hisp;17
C;C59;C59_9;white;383
C;C59;C59_10;asian;15
C;C59;C59_10;black;1
C;C59;C59_10;hisp;28
C;C59;C59_10;white;418
C;C59;C59_11;asian;27
C;C59;C59_11;black;4
C;C59;C59_11;hisp;35
C;C59;C59_11;white;282
C;C60;C60_1;asian;11
C;C60;C60_1;hisp;8
C;C60;C60_1;native;8
C;C60;C60_1;white;596
C;C61;C61_1;asian;10
C;C61;C61_1;black;54
C;C61;C61_1;hisp;22
C;C61;C61_1;native;1
C;C61;C61_1;white;293
C;C61;C61_2;asian;44
C;C61;C61_2;black;81
C;C61;C61_2;hisp;31
C;C61;C61_2;native;10
C;C61;C61_2;white;231
C;C61;C61_3;asian;9
C;C61;C61_3;black;18
C;C61;C61_3;hisp;10
C;C61;C61_3;native;1
C;C61;C61_3;white;88
C;C61;C61_4;asian;18
C;C61;C61_4;black;152
C;C61;C61_4;hisp;53
C;C61;C61_4;native;6
C;C61;C61_4;white;233
C;C61;C61_5;asian;5
C;C61;C61_5;black;21
C;C61;C61_5;hisp;10
C;C61;C61_5;native;2
C;C61;C61_5;white;92
C;C61;C61_6;asian;12
C;C61;C61_6;black;55
C;C61;C61_6;hisp;18
C;C61;C61_6;native;1
C;C61;C61_6;white;332
C;C61;C61_7;asian;14
C;C61;C61_7;black;13
C;C61;C61_7;hisp;15
C;C61;C61_7;native;5
C;C61;C61_7;white;281
C;C61;C61_8;asian;18
C;C61;C61_8;black;62
C;C61;C61_8;hisp;8
C;C61;C61_8;native;1
C;C61;C61_8;white;285
C;C61;C61_9;asian;16
C;C61;C61_9;black;8
C;C61;C61_9;hisp;21
C;C61;C61_9;native;4
C;C61;C61_9;white;371
C;C61;C61_10;asian;11
C;C61;C61_10;black;28
C;C61;C61_10;hisp;17
C;C61;C61_10;native;3
C;C61;C61_10;white;170
C;C62;C62_1;asian;11
C;C62;C62_1;black;6
C;C62;C62_1;hisp;19
C;C62;C62_1;white;298
C;C62;C62_2;asian;2
C;C62;C62_2;hisp;2
C;C62;C62_2;native;1
C;C62;C62_2;white;285
C;C62;C62_3;asian;15
C;C62;C62_3;black;3
C;C62;C62_3;hisp;6
C;C62;C62_3;white;398
C;C62;C62_4;asian;5
C;C62;C62_4;black;5
C;C62;C62_4;hisp;12
C;C62;C62_4;white;407
C;C63;C63_1;asian;28
C;C63;C63_1;black;40
C;C63;C63_1;hisp;37
C;C63;C63_1;white;192
C;C63;C63_2;asian;7
C;C63;C63_2;black;25
C;C63;C63_2;hisp;9
C;C63;C63_2;white;253
C;C63;C63_3;asian;12
C;C63;C63_3;black;266
C;C63;C63_3;hisp;34
C;C63;C63_3;white;190
C;C63;C63_4;asian;18
C;C63;C63_4;black;140
C;C63;C63_4;hisp;13
C;C63;C63_4;white;159
C;C63;C63_5;asian;9
C;C63;C63_5;black;161
C;C63;C63_5;hisp;31
C;C63;C63_5;white;186
C;C63;C63_6;asian;10
C;C63;C63_6;black;156
C;C63;C63_6;hisp;63
C;C63;C63_6;white;187
C;C63;C63_7;asian;31
C;C63;C63_7;black;96
C;C63;C63_7;hisp;31
C;C63;C63_7;white;166
C;C63;C63_8;asian;10
C;C63;C63_8;black;76
C;C63;C63_8;hisp;21
C;C63;C63_8;white;231
C;C63;C63_9;asian;28
C;C63;C63_9;black;41
C;C63;C63_9;hisp;27
C;C63;C63_9;white;345
C;C64;C64_1;asian;2
C;C64;C64_1;hisp;1
C;C64;C64_1;white;202
C;C65;C65_1;asian;4
C;C65;C65_1;black;39
C;C65;C65_1;hisp;453
C;C65;C65_2;black;84
C;C65;C65_2;hisp;402
C;C65;C65_2;white;1
C;C65;C65_3;asian;8
C;C65;C65_3;black;104
C;C65;C65_3;hisp;385
C;C65;C65_3;native;5
C;C65;C65_3;white;51
C;C65;C65_4;asian;3
C;C65;C65_4;black;69
C;C65;C65_4;hisp;610
C;C65;C65_4;white;13
C;C65;C65_5;asian;6
C;C65;C65_5;black;63
C;C65;C65_5;hisp;595
C;C65;C65_5;native;1
C;C65;C65_5;white;29
C;C65;C65_6;black;384
C;C65;C65_6;hisp;100
C;C65;C65_6;white;6
C;C65;C65_7;asian;39
C;C65;C65_7;black;114
C;C65;C65_7;hisp;356
C;C65;C65_7;white;77
C;C65;C65_8;asian;3
C;C65;C65_8;black;629
C;C65;C65_8;hisp;38
C;C65;C65_9;asian;8
C;C65;C65_9;black;167
C;C65;C65_9;hisp;824
C;C65;C65_9;white;59
C;C65;C65_10;asian;6
C;C65;C65_10;black;64
C;C65;C65_10;hisp;173
C;C65;C65_10;white;3
C;C65;C65_11;asian;30
C;C65;C65_11;black;236
C;C65;C65_11;hisp;529
C;C65;C65_11;white;119
C;C65;C65_12;black;710
C;C65;C65_12;hisp;33
C;C65;C65_13;asian;1
C;C65;C65_13;black;99
C;C65;C65_13;hisp;396
C;C65;C65_13;native;1
C;C65;C65_13;white;37
C;C65;C65_14;asian;13
C;C65;C65_14;black;87
C;C65;C65_14;hisp;289
C;C65;C65_14;native;1
C;C65;C65_14;white;17
C;C65;C65_15;asian;9
C;C65;C65_15;black;129
C;C65;C65_15;hisp;361
C;C65;C65_15;native;2
C;C65;C65_15;white;142
C;C65;C65_16;asian;12
C;C65;C65_16;black;60
C;C65;C65_16;hisp;564
C;C65;C65_16;white;39
C;C65;C65_17;black;375
C;C65;C65_17;hisp;25
C;C65;C65_18;black;163
C;C65;C65_18;hisp;213
C;C65;C65_18;white;7
C;C65;C65_19;black;318
C;C65;C65_19;hisp;46
C;C65;C65_19;white;2
C;C65;C65_20;black;385
C;C65;C65_20;hisp;18
C;C65;C65_21;black;416
C;C65;C65_21;hisp;193
C;C65;C65_21;white;3
C;C65;C65_22;asian;2
C;C65;C65_22;black;235
C;C65;C65_22;hisp;183
C;C65;C65_22;native;1
C;C65;C65_22;white;48
C;C65;C65_23;asian;1
C;C65;C65_23;black;429
C;C65;C65_23;hisp;295
C;C65;C65_23;white;36
C;C65;C65_24;black;253
C;C65;C65_24;hisp;168
C;C65;C65_25;asian;10
C;C65;C65_25;black;94
C;C65;C65_25;hisp;520
C;C65;C65_25;native;1
C;C65;C65_25;white;17
C;C65;C65_26;asian;6
C;C65;C65_26;black;47
C;C65;C65_26;hisp;293
C;C65;C65_26;white;11
C;C66;C66_1;asian;8
C;C66;C66_1;black;3
C;C66;C66_1;hisp;5
C;C66;C66_1;white;245
C;C67;C67_1;asian;5
C;C67;C67_1;black;1
C;C67;C67_1;hisp;4
C;C67;C67_1;white;513
C;C68;C68_1;asian;6
C;C68;C68_1;black;6
C;C68;C68_1;hisp;8
C;C68;C68_1;native;1
C;C68;C68_1;white;322
C;C69;C69_1;asian;1
C;C69;C69_1;black;2
C;C69;C69_1;hisp;4
C;C69;C69_1;white;99
C;C69;C69_2;asian;7
C;C69;C69_2;black;18
C;C69;C69_2;hisp;14
C;C69;C69_2;white;434
C;C69;C69_3;asian;14
C;C69;C69_3;black;31
C;C69;C69_3;hisp;32
C;C69;C69_3;native;10
C;C69;C69_3;white;504
C;C70;C70_1;asian;4
C;C70;C70_1;hisp;6
C;C70;C70_1;native;3
C;C70;C70_1;white;502
C;C71;C71_1;asian;4
C;C71;C71_1;black;16
C;C71;C71_1;hisp;10
C;C71;C71_1;white;246
C;C71;C71_2;asian;3
C;C71;C71_2;black;13
C;C71;C71_2;hisp;17
C;C71;C71_2;native;17
C;C71;C71_2;white;288
C;C71;C71_3;asian;12
C;C71;C71_3;black;10
C;C71;C71_3;hisp;21
C;C71;C71_3;native;9
C;C71;C71_3;white;400
C;C71;C71_4;asian;28
C;C71;C71_4;black;21
C;C71;C71_4;hisp;7
C;C71;C71_4;native;36
C;C71;C71_4;white;388
C;C72;C72_1;asian;13
C;C72;C72_1;black;19
C;C72;C72_1;hisp;4
C;C72;C72_1;native;8
C;C72;C72_1;white;526
C;C73;C73_1;asian;6
C;C73;C73_1;hisp;2
C;C73;C73_1;white;442
C;C74;C74_1;asian;9
C;C74;C74_1;black;3
C;C74;C74_1;hisp;2
C;C74;C74_1;white;255
C;C74;C74_2;black;5
C;C74;C74_2;hisp;8
C;C74;C74_2;white;562
C;C74;C74_3;asian;9
C;C74;C74_3;black;3
C;C74;C74_3;hisp;4
C;C74;C74_3;white;276
C;C74;C74_4;asian;7
C;C74;C74_4;black;1
C;C74;C74_4;hisp;4
C;C74;C74_4;native;2
C;C74;C74_4;white;289
C;C74;C74_5;asian;6
C;C74;C74_5;white;285
C;C75;C75_1;asian;5
C;C75;C75_1;black;72
C;C75;C75_1;hisp;31
C;C75;C75_1;white;394
C;C75;C75_2;asian;16
C;C75;C75_2;black;41
C;C75;C75_2;hisp;20
C;C75;C75_2;native;5
C;C75;C75_2;white;322
C;C75;C75_3;asian;17
C;C75;C75_3;black;16
C;C75;C75_3;hisp;13
C;C75;C75_3;white;252
C;C75;C75_4;asian;18
C;C75;C75_4;black;67
C;C75;C75_4;hisp;40
C;C75;C75_4;white;307
C;C75;C75_5;asian;2
C;C75;C75_5;black;13
C;C75;C75_5;hisp;19
C;C75;C75_5;white;185
C;C75;C75_6;asian;6
C;C75;C75_6;black;86
C;C75;C75_6;hisp;68
C;C75;C75_6;white;207
C;C75;C75_7;asian;33
C;C75;C75_7;black;93
C;C75;C75_7;hisp;62
C;C75;C75_7;native;1
C;C75;C75_7;white;224
C;C75;C75_8;asian;22
C;C75;C75_8;black;103
C;C75;C75_8;hisp;71
C;C75;C75_8;native;2
C;C75;C75_8;white;233
C;C75;C75_9;asian;29
C;C75;C75_9;black;50
C;C75;C75_9;hisp;37
C;C75;C75_9;white;314
C;C75;C75_10;asian;26
C;C75;C75_10;black;107
C;C75;C75_10;hisp;88
C;C75;C75_10;native;4
C;C75;C75_10;white;105
C;C76;C76_1;asian;9
C;C76;C76_1;black;6
C;C76;C76_1;hisp;9
C;C76;C76_1;white;203
C;C76;C76_2;asian;50
C;C76;C76_2;black;13
C;C76;C76_2;hisp;16
C;C76;C76_2;white;196
C;C76;C76_3;asian;28
C;C76;C76_3;black;13
C;C76;C76_3;hisp;13
C;C76;C76_3;white;207
C;C77;C77_1;asian;8
C;C77;C77_1;black;4
C;C77;C77_1;hisp;6
C;C77;C77_1;white;606
C;C78;C78_1;asian;4
C;C78;C78_1;black;48
C;C78;C78_1;hisp;169
C;C78;C78_1;white;232
C;C78;C78_2;asian;12
C;C78;C78_2;black;87
C;C78;C78_2;hisp;279
C;C78;C78_2;white;353
C;C78;C78_3;asian;3
C;C78;C78_3;black;28
C;C78;C78_3;hisp;143
C;C78;C78_3;white;370
C;C78;C78_4;asian;8
C;C78;C78_4;black;64
C;C78;C78_4;hisp;187
C;C78;C78_4;native;1
C;C78;C78_4;white;306
C;C78;C78_5;asian;9
C;C78;C78_5;black;145
C;C78;C78_5;hisp;285
C;C78;C78_5;native;2
C;C78;C78_5;white;216
C;C78;C78_6;asian;4
C;C78;C78_6;black;90
C;C78;C78_6;hisp;239
C;C78;C78_6;white;306
C;C78;C78_7;asian;11
C;C78;C78_7;black;87
C;C78;C78_7;hisp;183
C;C78;C78_7;native;1
C;C78;C78_7;white;293
C;C78;C78_8;asian;10
C;C78;C78_8;black;6
C;C78;C78_8;hisp;186
C;C78;C78_8;white;241
C;C79;C79_1;asian;10
C;C79;C79_1;black;109
C;C79;C79_1;hisp;30
C;C79;C79_1;native;1
C;C79;C79_1;white;218
C;C79;C79_2;asian;14
C;C79;C79_2;black;73
C;C79;C79_2;hisp;23
C;C79;C79_2;white;229
C;C79;C79_3;asian;26
C;C79;C79_3;black;101
C;C79;C79_3;hisp;26
C;C79;C79_3;white;191
C;C79;C79_4;asian;3
C;C79;C79_4;black;77
C;C79;C79_4;hisp;55
C;C79;C79_4;white;95
C;C79;C79_5;asian;24
C;C79;C79_5;black;78
C;C79;C79_5;hisp;30
C;C79;C79_5;white;253
C;C79;C79_6;asian;20
C;C79;C79_6;black;87
C;C79;C79_6;hisp;22
C;C79;C79_6;white;227
C;C79;C79_7;asian;17
C;C79;C79_7;black;58
C;C79;C79_7;hisp;27
C;C79;C79_7;white;240
C;C79;C79_8;asian;6
C;C79;C79_8;black;132
C;C79;C79_8;hisp;13
C;C79;C79_8;white;207
C;C80;C80_1;asian;5
C;C80;C80_1;black;4
C;C80;C80_1;hisp;9
C;C80;C80_1;white;370
C;C80;C80_2;asian;10
C;C80;C80_2;black;25
C;C80;C80_2;hisp;24
C;C80;C80_2;native;2
C;C80;C80_2;white;304
C;C80;C80_3;asian;26
C;C80;C80_3;black;7
C;C80;C80_3;hisp;18
C;C80;C80_3;native;3
C;C80;C80_3;white;351
C;C80;C80_4;asian;20
C;C80;C80_4;black;11
C;C80;C80_4;hisp;7
C;C80;C80_4;white;385
C;C80;C80_5;asian;48
C;C80;C80_5;black;9
C;C80;C80_5;hisp;18
C;C80;C80_5;white;356
C;C80;C80_6;asian;7
C;C80;C80_6;black;11
C;C80;C80_6;hisp;3
C;C80;C80_6;white;332
C;C80;C80_7;asian;10
C;C80;C80_7;black;14
C;C80;C80_7;hisp;18
C;C80;C80_7;white;470
C;C80;C80_8;asian;4
C;C80;C80_8;black;20
C;C80;C80_8;hisp;19
C;C80;C80_8;white;311
C;C80;C80_9;asian;8
C;C80;C80_9;black;26
C;C80;C80_9;hisp;26
C;C80;C80_9;native;2
C;C80;C80_9;white;329
C;C81;C81_1;asian;26
C;C81;C81_1;black;5
C;C81;C81_1;hisp;21
C;C81;C81_1;white;604
C;C81;C81_2;asian;9
C;C81;C81_2;black;5
C;C81;C81_2;white;391
C;C81;C81_3;asian;7
C;C81;C81_3;black;20
C;C81;C81_3;hisp;8
C;C81;C81_3;white;545
C;C82;C82_1;asian;13
C;C82;C82_1;black;11
C;C82;C82_1;hisp;27
C;C82;C82_1;native;7
C;C82;C82_1;white;428
C;C82;C82_2;asian;30
C;C82;C82_2;black;20
C;C82;C82_2;hisp;28
C;C82;C82_2;native;14
C;C82;C82_2;white;382
C;C82;C82_3;asian;6
C;C82;C82_3;black;23
C;C82;C82_3;hisp;24
C;C82;C82_3;native;10
C;C82;C82_3;white;382
C;C83;C83_1;asian;5
C;C83;C83_1;black;7
C;C83;C83_1;hisp;7
C;C83;C83_1;white;254
C;C83;C83_2;asian;3
C;C83;C83_2;black;6
C;C83;C83_2;hisp;19
C;C83;C83_2;white;275
C;C83;C83_3;asian;11
C;C83;C83_3;black;16
C;C83;C83_3;hisp;14
C;C83;C83_3;white;295
C;C83;C83_4;asian;22
C;C83;C83_4;black;38
C;C83;C83_4;hisp;41
C;C83;C83_4;white;312
C;C83;C83_5;black;11
C;C83;C83_5;hisp;11
C;C83;C83_5;white;278
C;C83;C83_6;asian;2
C;C83;C83_6;black;15
C;C83;C83_6;hisp;7
C;C83;C83_6;white;239
C;C83;C83_7;asian;5
C;C83;C83_7;black;17
C;C83;C83_7;hisp;41
C;C83;C83_7;white;317
C;C83;C83_8;asian;10
C;C83;C83_8;black;17
C;C83;C83_8;hisp;16
C;C83;C83_8;white;386
C;C84;C84_1;asian;4
C;C84;C84_1;black;119
C;C84;C84_1;hisp;368
C;C84;C84_1;native;2
C;C84;C84_1;white;127
C;C84;C84_2;asian;6
C;C84;C84_2;black;113
C;C84;C84_2;hisp;367
C;C84;C84_2;white;179
C;C84;C84_3;asian;8
C;C84;C84_3;black;100
C;C84;C84_3;hisp;237
C;C84;C84_3;white;229
C;C84;C84_4;asian;37
C;C84;C84_4;black;51
C;C84;C84_4;hisp;261
C;C84;C84_4;white;176
C;C84;C84_5;asian;39
C;C84;C84_5;black;110
C;C84;C84_5;hisp;209
C;C84;C84_5;white;144
C;C84;C84_6;asian;9
C;C84;C84_6;black;74
C;C84;C84_6;hisp;255
C;C84;C84_6;white;130
C;C84;C84_7;asian;5
C;C84;C84_7;black;84
C;C84;C84_7;hisp;120
C;C84;C84_7;white;63
C;C84;C84_8;black;110
C;C84;C84_8;hisp;413
C;C84;C84_8;white;97
C;C84;C84_9;asian;13
C;C84;C84_9;black;127
C;C84;C84_9;hisp;316
C;C84;C84_9;native;1
C;C84;C84_9;white;201
C;C84;C84_10;asian;3
C;C84;C84_10;black;66
C;C84;C84_10;hisp;242
C;C84;C84_10;white;209
C;C85;C85_1;asian;12
C;C85;C85_1;black;7
C;C85;C85_1;hisp;5
C;C85;C85_1;white;537
C;C85;C85_2;asian;8
C;C85;C85_2;black;2
C;C85;C85_2;hisp;5
C;C85;C85_2;white;550
C;C85;C85_3;asian;12
C;C85;C85_3;hisp;11
C;C85;C85_3;white;533
C;C86;C86_1;asian;8
C;C86;C86_1;black;9
C;C86;C86_1;hisp;7
C;C86;C86_1;white;725
C;C86;C86_2;asian;17
C;C86;C86_2;black;3
C;C86;C86_2;hisp;16
C;C86;C86_2;white;637
C;C87;C87_1;asian;4
C;C87;C87_1;black;2
C;C87;C87_1;hisp;4
C;C87;C87_1;native;2
C;C87;C87_1;white;402
C;C87;C87_2;asian;1
C;C87;C87_2;hisp;3
C;C87;C87_2;white;116
C;C87;C87_3;black;2
C;C87;C87_3;white;113
C;C88;C88_1;black;185
C;C88;C88_1;hisp;31
C;C88;C88_1;white;6
C;C88;C88_2;black;335
C;C88;C88_2;hisp;38
C;C88;C88_2;white;9
C;C88;C88_3;black;182
C;C88;C88_3;hisp;68
C;C88;C88_3;native;2
C;C88;C88_3;white;110
C;C88;C88_4;asian;35
C;C88;C88_4;black;142
C;C88;C88_4;hisp;75
C;C88;C88_4;white;58
C;C88;C88_5;black;95
C;C88;C88_5;hisp;272
C;C88;C88_5;white;11
C;C88;C88_6;black;139
C;C88;C88_6;hisp;251
C;C88;C88_6;white;16
C;C88;C88_7;asian;3
C;C88;C88_7;black;350
C;C88;C88_7;hisp;30
C;C88;C88_7;white;25
C;C88;C88_8;asian;28
C;C88;C88_8;black;459
C;C88;C88_8;hisp;175
C;C88;C88_8;white;121
C;C88;C88_9;asian;8
C;C88;C88_9;black;323
C;C88;C88_9;hisp;66
C;C88;C88_9;white;80
C;C88;C88_10;black;349
C;C88;C88_10;hisp;4
C;C88;C88_11;black;249
C;C88;C88_11;hisp;387
C;C88;C88_11;white;11
C;C88;C88_12;asian;2
C;C88;C88_12;black;206
C;C88;C88_12;hisp;30
C;C88;C88_13;black;431
C;C88;C88_13;hisp;22
C;C88;C88_13;white;2
C;C88;C88_14;black;222
C;C88;C88_14;hisp;6
C;C88;C88_14;white;1
C;C88;C88_15;asian;4
C;C88;C88_15;black;99
C;C88;C88_15;hisp;143
C;C88;C88_15;white;308
C;C88;C88_16;asian;1
C;C88;C88_16;black;206
C;C88;C88_16;hisp;218
C;C88;C88_16;white;11
C;C88;C88_17;black;87
C;C88;C88_17;hisp;135
C;C88;C88_17;white;2
C;C88;C88_18;asian;1
C;C88;C88_18;black;134
C;C88;C88_18;hisp;83
C;C88;C88_18;white;45
C;C88;C88_19;black;124
C;C88;C88_19;hisp;206
C;C88;C88_19;white;26
C;C88;C88_20;asian;1
C;C88;C88_20;black;246
C;C88;C88_20;hisp;169
C;C88;C88_20;white;7
C;C88;C88_21;black;123
C;C88;C88_21;hisp;291
C;C88;C88_21;white;12
C;C88;C88_22;black;90
C;C88;C88_22;hisp;191
C;C88;C88_22;white;12
C;C88;C88_23;asian;10
C;C88;C88_23;black;386
C;C88;C88_23;hisp;80
C;C88;C88_23;white;194
C;C88;C88_24;black;281
C;C88;C88_24;hisp;10
C;C88;C88_24;white;7
C;C88;C88_25;asian;9
C;C88;C88_25;black;93
C;C88;C88_25;hisp;68
C;C88;C88_25;white;93
C;C88;C88_26;asian;106
C;C88;C88_26;black;121
C;C88;C88_26;hisp;30
C;C88;C88_26;white;133
C;C88;C88_27;asian;2
C;C88;C88_27;black;67
C;C88;C88_27;hisp;35
C;C88;C88_27;white;11
C;C88;C88_28;asian;1
C;C88;C88_28;black;278
C;C88;C88_28;hisp;239
C;C88;C88_28;white;6
C;C88;C88_29;asian;4
C;C88;C88_29;black;176
C;C88;C88_29;hisp;35
C;C88;C88_29;white;6
C;C88;C88_30;black;148
C;C88;C88_30;hisp;6
C;C89;C89_1;asian;8
C;C89;C89_1;black;95
C;C89;C89_1;hisp;155
C;C89;C89_1;native;10
C;C89;C89_1;white;53
C;C89;C89_2;asian;2
C;C89;C89_2;black;140
C;C89;C89_2;hisp;87
C;C89;C89_2;native;8
C;C89;C89_2;white;109
C;C89;C89_3;asian;1
C;C89;C89_3;black;176
C;C89;C89_3;hisp;109
C;C89;C89_3;native;3
C;C89;C89_3;white;50
C;C89;C89_4;asian;2
C;C89;C89_4;black;89
C;C89;C89_4;hisp;74
C;C89;C89_4;native;9
C;C89;C89_4;white;100
C;C89;C89_5;black;74
C;C89;C89_5;hisp;127
C;C89;C89_5;native;1
C;C89;C89_5;white;61
C;C90;C90_1;asian;38
C;C90;C90_1;black;17
C;C90;C90_1;hisp;45
C;C90;C90_1;white;715
C;C90;C90_2;asian;17
C;C90;C90_2;black;17
C;C90;C90_2;hisp;17
C;C90;C90_2;native;1
C;C90;C90_2;white;802
C;C90;C90_3;asian;16
C;C90;C90_3;black;10
C;C90;C90_3;hisp;18
C;C90;C90_3;white;774
C;C91;C91_1;asian;10
C;C91;C91_1;black;11
C;C91;C91_1;hisp;9
C;C91;C91_1;white;325
C;C91;C91_2;asian;32
C;C91;C91_2;black;25
C;C91;C91_2;hisp;24
C;C91;C91_2;white;460
C;C91;C91_3;asian;27
C;C91;C91_3;black;31
C;C91;C91_3;hisp;17
C;C91;C91_3;native;2
C;C91;C91_3;white;337
C;C91;C91_4;asian;12
C;C91;C91_4;black;30
C;C91;C91_4;hisp;28
C;C91;C91_4;white;337
C;C92;C92_1;asian;3
C;C92;C92_1;black;2
C;C92;C92_1;hisp;7
C;C92;C92_1;white;523
C;C92;C92_2;asian;7
C;C92;C92_2;black;2
C;C92;C92_2;hisp;22
C;C92;C92_2;native;2
C;C92;C92_2;white;513
C;C92;C92_3;asian;22
C;C92;C92_3;black;12
C;C92;C92_3;hisp;15
C;C92;C92_3;native;3
C;C92;C92_3;white;668
C;C92;C92_4;asian;7
C;C92;C92_4;black;9
C;C92;C92_4;hisp;6
C;C92;C92_4;native;3
C;C92;C92_4;white;551
C;C93;C93_1;asian;1
C;C93;C93_1;white;171
C;C94;C94_1;asian;3
C;C94;C94_1;black;8
C;C94;C94_1;hisp;13
C;C94;C94_1;white;414
C;C94;C94_2;asian;11
C;C94;C94_2;black;4
C;C94;C94_2;hisp;4
C;C94;C94_2;white;500
C;C94;C94_3;asian;6
C;C94;C94_3;black;6
C;C94;C94_3;hisp;3
C;C94;C94_3;white;252
C;C95;C95_1;hisp;7
C;C95;C95_1;white;366
C;C96;C96_1;asian;29
C;C96;C96_1;black;10
C;C96;C96_1;hisp;10
C;C96;C96_1;white;412
C;C96;C96_2;asian;10
C;C96;C96_2;black;23
C;C96;C96_2;hisp;7
C;C96;C96_2;white;371
C;C96;C96_3;asian;9
C;C96;C96_3;black;10
C;C96;C96_3;native;2
C;C96;C96_3;white;450
C;C96;C96_4;asian;11
C;C96;C96_4;black;22
C;C96;C96_4;hisp;18
C;C96;C96_4;native;3
C;C96;C96_4;white;389
C;C97;C97_1;asian;10
C;C97;C97_1;black;4
C;C97;C97_1;hisp;3
C;C97;C97_1;native;15
C;C97;C97_1;white;325
C;C98;C98_1;asian;20
C;C98;C98_1;black;115
C;C98;C98_1;hisp;214
C;C98;C98_1;white;164
C;C98;C98_2;asian;30
C;C98;C98_2;black;105
C;C98;C98_2;hisp;60
C;C98;C98_2;white;196
C;C98;C98_3;asian;7
C;C98;C98_3;black;127
C;C98;C98_3;hisp;44
C;C98;C98_3;white;331
C;C98;C98_4;asian;21
C;C98;C98_4;black;97
C;C98;C98_4;hisp;62
C;C98;C98_4;native;1
C;C98;C98_4;white;294
C;C98;C98_5;asian;41
C;C98;C98_5;black;162
C;C98;C98_5;hisp;143
C;C98;C98_5;white;135
C;C98;C98_6;asian;24
C;C98;C98_6;black;165
C;C98;C98_6;hisp;156
C;C98;C98_6;white;153
C;C98;C98_7;asian;20
C;C98;C98_7;black;116
C;C98;C98_7;hisp;99
C;C98;C98_7;white;277
C;C98;C98_8;asian;13
C;C98;C98_8;black;108
C;C98;C98_8;hisp;53
C;C98;C98_8;white;204
C;C98;C98_9;asian;11
C;C98;C98_9;black;102
C;C98;C98_9;hisp;51
C;C98;C98_9;white;250
C;C98;C98_10;asian;19
C;C98;C98_10;black;96
C;C98;C98_10;hisp;228
